sensorID,Type,Location,Event,Time,Day
V-01,Rpi Camera,somehwere,1,11:26:52,22/05/22
V-01,Rpi Camera,somehwere,1,11:27:37,22/05/22
V-01,Rpi Camera,somehwere,0,11:27:44,22/05/22
V-01,Rpi Camera,somehwere,0,11:27:52,22/05/22
V-01,Rpi Camera,somehwere,1,11:27:59,22/05/22
V-01,Rpi Camera,somehwere,3,11:28:07,22/05/22
V-01,Rpi Camera,somehwere,0,11:28:14,22/05/22
V-01,Rpi Camera,somehwere,1,11:28:22,22/05/22
V-01,Rpi Camera,somehwere,2,11:28:29,22/05/22
V-01,Rpi Camera,somehwere,1,11:28:37,22/05/22
V-01,Rpi Camera,somehwere,1,11:28:45,22/05/22
V-01,Rpi Camera,somehwere,1,11:28:52,22/05/22
V-01,Rpi Camera,somehwere,1,11:29:00,22/05/22
V-01,Rpi Camera,somehwere,1,11:29:07,22/05/22
V-01,Rpi Camera,somehwere,1,11:29:15,22/05/22
V-01,Rpi Camera,somehwere,4,11:29:22,22/05/22
V-01,Rpi Camera,somehwere,4,11:29:30,22/05/22
V-01,Rpi Camera,somehwere,3,11:29:37,22/05/22
V-01,Rpi Camera,somehwere,0,11:29:45,22/05/22
V-01,Rpi Camera,somehwere,0,11:29:52,22/05/22
D-01,OpenMV Camera,door,in,12:06:48,22/05/22
D-01,OpenMV Camera,door,in,12:07:11,22/05/22
D-01,OpenMV Camera,door,in,12:07:32,22/05/22
D-01,OpenMV Camera,door,in,12:08:03,22/05/22
D-01,OpenMV Camera,door,in,12:08:32,22/05/22
D-01,OpenMV Camera,door,in,12:09:04,22/05/22
D-01,OpenMV Camera,door,in,12:09:38,22/05/22
D-01,OpenMV Camera,door,in,12:10:33,22/05/22
D-01,OpenMV Camera,door,out,12:11:16,22/05/22
D-01,OpenMV Camera,door,in,12:11:32,22/05/22
D-01,OpenMV Camera,door,in,12:11:42,22/05/22
D-01,OpenMV Camera,door,in,12:14:52,22/05/22
D-01,OpenMV Camera,door,in,12:15:02,22/05/22
D-01,OpenMV Camera,door,out,12:15:17,22/05/22
D-01,OpenMV Camera,door,out,12:15:25,22/05/22
D-01,OpenMV Camera,door,in,12:15:29,22/05/22
D-01,OpenMV Camera,door,in,12:15:33,22/05/22
D-01,OpenMV Camera,door,in,12:15:37,22/05/22
D-01,OpenMV Camera,door,in,12:15:43,22/05/22
D-01,OpenMV Camera,door,in,12:15:47,22/05/22
D-01,OpenMV Camera,door,in,12:15:52,22/05/22
D-01,OpenMV Camera,door,out,12:16:29,22/05/22
D-01,OpenMV Camera,door,in,12:17:13,22/05/22
D-01,OpenMV Camera,door,in,12:17:20,22/05/22
D-01,OpenMV Camera,door,in,12:17:36,22/05/22
D-01,OpenMV Camera,door,in,12:17:39,22/05/22
D-01,OpenMV Camera,door,in,12:17:56,22/05/22
S-01,Sonar,Desktop 1,ERROR,12:18:29,22/05/22
S-02,Sonar,sada,ERROR,12:18:32,22/05/22
S-03,Sonar,Desktop 3,ERROR,12:18:34,22/05/22
S-04,Sonar,desktop 4,ERROR,12:18:36,22/05/22
S-05,Sonar,sada,ERROR,12:18:39,22/05/22
S-01,Sonar,Desktop 1,ERROR,12:18:52,22/05/22
S-02,Sonar,sada,ERROR,12:18:53,22/05/22
S-03,Sonar,Desktop 3,ERROR,12:18:54,22/05/22
S-04,Sonar,desktop 4,ERROR,12:18:55,22/05/22
S-05,Sonar,sada,ERROR,12:18:58,22/05/22
S-01,Sonar,Desktop 1,ERROR,12:19:10,22/05/22
S-02,Sonar,sada,ERROR,12:19:11,22/05/22
S-03,Sonar,Desktop 3,ERROR,12:19:12,22/05/22
S-04,Sonar,desktop 4,ERROR,12:19:15,22/05/22
S-05,Sonar,sada,ERROR,12:19:16,22/05/22
S-01,Sonar,Desktop 1,ERROR,12:19:28,22/05/22
S-02,Sonar,sada,ERROR,12:19:30,22/05/22
S-03,Sonar,Desktop 3,ERROR,12:19:31,22/05/22
S-04,Sonar,desktop 4,ERROR,12:19:32,22/05/22
S-05,Sonar,sada,ERROR,12:19:33,22/05/22
S-01,Sonar,Desktop 1,ERROR,12:19:45,22/05/22
S-02,Sonar,sada,ERROR,12:19:46,22/05/22
S-03,Sonar,Desktop 3,ERROR,12:19:47,22/05/22
S-04,Sonar,desktop 4,ERROR,12:19:48,22/05/22
S-05,Sonar,sada,ERROR,12:19:49,22/05/22
V-01,Rpi Camera,somehwere,1,14:31:15,22/05/22
V-01,Rpi Camera,somehwere,1,14:31:30,22/05/22
V-01,Rpi Camera,somehwere,2,14:31:41,22/05/22
V-01,Rpi Camera,somehwere,1,14:31:49,22/05/22
V-01,Rpi Camera,somehwere,0,14:32:00,22/05/22
V-01,Rpi Camera,somehwere,0,14:32:08,22/05/22
V-01,Rpi Camera,somehwere,1,14:32:24,22/05/22
V-01,Rpi Camera,somehwere,1,14:32:33,22/05/22
V-01,Rpi Camera,somehwere,1,14:32:45,22/05/22
V-01,Rpi Camera,somehwere,1,14:33:00,22/05/22
V-01,Rpi Camera,somehwere,0,14:33:10,22/05/22
V-01,Rpi Camera,somehwere,1,14:33:20,22/05/22
V-01,Rpi Camera,somehwere,1,14:33:29,22/05/22
V-01,Rpi Camera,somehwere,1,14:33:37,22/05/22
V-01,Rpi Camera,somehwere,2,14:33:45,22/05/22
V-01,Rpi Camera,somehwere,1,14:33:55,22/05/22
V-01,Rpi Camera,somehwere,1,14:34:03,22/05/22
V-01,Rpi Camera,somehwere,1,14:34:11,22/05/22
V-01,Rpi Camera,somehwere,2,14:34:19,22/05/22
V-01,Rpi Camera,somehwere,1,14:34:28,22/05/22
V-01,Rpi Camera,somehwere,1,14:34:36,22/05/22
V-01,Rpi Camera,somehwere,1,14:34:45,22/05/22
V-01,Rpi Camera,somehwere,1,14:34:54,22/05/22
V-01,Rpi Camera,somehwere,1,14:35:02,22/05/22
V-01,Rpi Camera,somehwere,1,14:35:10,22/05/22
V-01,Rpi Camera,somehwere,1,14:35:18,22/05/22
V-01,Rpi Camera,somehwere,1,14:35:29,22/05/22
V-01,Rpi Camera,somehwere,1,14:35:37,22/05/22
V-01,Rpi Camera,somehwere,1,14:35:45,22/05/22
V-01,Rpi Camera,somehwere,0,14:35:53,22/05/22
V-01,Rpi Camera,somehwere,1,14:36:02,22/05/22
V-01,Rpi Camera,somehwere,0,14:36:14,22/05/22
V-01,Rpi Camera,somehwere,1,14:36:22,22/05/22
V-01,Rpi Camera,somehwere,1,14:36:30,22/05/22
V-01,Rpi Camera,somehwere,1,14:36:38,22/05/22
V-01,Rpi Camera,somehwere,1,14:36:46,22/05/22
V-01,Rpi Camera,somehwere,1,14:36:54,22/05/22
V-01,Rpi Camera,somehwere,0,14:37:01,22/05/22
V-01,Rpi Camera,somehwere,0,14:37:11,22/05/22
V-01,Rpi Camera,somehwere,0,14:37:20,22/05/22
V-01,Rpi Camera,somehwere,3,14:38:49,22/05/22
V-01,Rpi Camera,somehwere,3,14:39:07,22/05/22
V-01,Rpi Camera,somehwere,2,14:39:25,22/05/22
V-01,Rpi Camera,somehwere,1,14:39:40,22/05/22
V-01,Rpi Camera,somehwere,0,14:39:55,22/05/22
V-01,Rpi Camera,somehwere,1,14:40:10,22/05/22
V-01,Rpi Camera,somehwere,0,14:49:51,22/05/22
V-01,Rpi Camera,somehwere,1,14:50:06,22/05/22
V-01,Rpi Camera,somehwere,2,14:50:21,22/05/22
V-01,Rpi Camera,somehwere,0,14:51:03,22/05/22
V-01,Rpi Camera,somehwere,0,14:51:11,22/05/22
V-01,Rpi Camera,somehwere,2,14:51:19,22/05/22
V-01,Rpi Camera,somehwere,1,14:51:28,22/05/22
V-01,Rpi Camera,somehwere,2,14:51:36,22/05/22
V-01,Rpi Camera,somehwere,3,14:51:44,22/05/22
V-01,Rpi Camera,somehwere,1,14:51:52,22/05/22
V-01,Rpi Camera,somehwere,1,14:51:59,22/05/22
V-01,Rpi Camera,somehwere,0,14:52:07,22/05/22
V-01,Rpi Camera,somehwere,3,14:52:15,22/05/22
V-01,Rpi Camera,somehwere,1,14:52:22,22/05/22
V-01,Rpi Camera,somehwere,2,14:52:31,22/05/22
V-01,Rpi Camera,somehwere,1,14:52:39,22/05/22
V-01,Rpi Camera,somehwere,1,14:52:47,22/05/22
V-01,Rpi Camera,somehwere,1,14:52:55,22/05/22
V-01,Rpi Camera,somehwere,0,14:53:02,22/05/22
V-01,Rpi Camera,somehwere,0,14:53:10,22/05/22
V-01,Rpi Camera,somehwere,0,14:53:18,22/05/22
V-01,Rpi Camera,somehwere,0,14:53:26,22/05/22
V-01,Rpi Camera,somehwere,0,14:53:34,22/05/22
V-01,Rpi Camera,somehwere,0,14:53:46,22/05/22
V-01,Rpi Camera,somehwere,0,14:53:56,22/05/22
V-01,Rpi Camera,somehwere,0,14:54:06,22/05/22
V-01,Rpi Camera,somehwere,0,14:54:16,22/05/22
V-01,Rpi Camera,somehwere,0,14:54:24,22/05/22
V-01,Rpi Camera,somehwere,0,14:54:36,22/05/22
V-01,Rpi Camera,somehwere,0,14:54:48,22/05/22
V-01,Rpi Camera,somehwere,0,14:54:57,22/05/22
V-01,Rpi Camera,somehwere,0,14:55:05,22/05/22
V-01,Rpi Camera,somehwere,0,14:55:13,22/05/22
V-01,Rpi Camera,somehwere,0,14:55:21,22/05/22
V-01,Rpi Camera,somehwere,0,14:55:29,22/05/22
V-01,Rpi Camera,somehwere,0,14:55:37,22/05/22
V-01,Rpi Camera,somehwere,0,14:55:45,22/05/22
V-01,Rpi Camera,somehwere,0,14:55:53,22/05/22
V-01,Rpi Camera,somehwere,0,14:56:01,22/05/22
V-01,Rpi Camera,somehwere,1,14:56:10,22/05/22
V-01,Rpi Camera,somehwere,0,14:56:18,22/05/22
V-01,Rpi Camera,somehwere,0,14:56:26,22/05/22
V-01,Rpi Camera,somehwere,0,14:56:34,22/05/22
V-01,Rpi Camera,somehwere,0,14:56:43,22/05/22
V-01,Rpi Camera,somehwere,0,14:56:51,22/05/22
V-01,Rpi Camera,somehwere,0,14:57:00,22/05/22
V-01,Rpi Camera,somehwere,0,14:57:07,22/05/22
V-01,Rpi Camera,somehwere,0,14:57:15,22/05/22
V-01,Rpi Camera,somehwere,0,14:57:23,22/05/22
V-01,Rpi Camera,somehwere,0,14:57:31,22/05/22
V-01,Rpi Camera,somehwere,0,14:57:39,22/05/22
V-01,Rpi Camera,somehwere,1,14:57:47,22/05/22
V-01,Rpi Camera,somehwere,1,14:57:55,22/05/22
V-01,Rpi Camera,somehwere,1,14:58:03,22/05/22
V-01,Rpi Camera,somehwere,0,14:58:11,22/05/22
V-01,Rpi Camera,somehwere,0,14:58:19,22/05/22
V-01,Rpi Camera,somehwere,2,14:58:26,22/05/22
V-01,Rpi Camera,somehwere,0,14:58:34,22/05/22
V-01,Rpi Camera,somehwere,1,14:58:42,22/05/22
V-01,Rpi Camera,somehwere,2,14:58:51,22/05/22
V-01,Rpi Camera,somehwere,2,14:58:59,22/05/22
V-01,Rpi Camera,somehwere,2,14:59:07,22/05/22
V-01,Rpi Camera,somehwere,0,14:59:15,22/05/22
V-01,Rpi Camera,somehwere,1,14:59:23,22/05/22
V-01,Rpi Camera,somehwere,0,14:59:31,22/05/22
V-01,Rpi Camera,somehwere,1,14:59:39,22/05/22
V-01,Rpi Camera,somehwere,0,14:59:47,22/05/22
V-01,Rpi Camera,somehwere,0,14:59:54,22/05/22
V-01,Rpi Camera,somehwere,0,15:00:02,22/05/22
V-01,Rpi Camera,somehwere,1,15:00:10,22/05/22
V-01,Rpi Camera,somehwere,0,15:00:18,22/05/22
V-01,Rpi Camera,somehwere,3,15:00:25,22/05/22
V-01,Rpi Camera,somehwere,0,15:00:33,22/05/22
V-01,Rpi Camera,somehwere,0,15:00:41,22/05/22
V-01,Rpi Camera,somehwere,1,15:00:48,22/05/22
V-01,Rpi Camera,somehwere,2,15:00:56,22/05/22
V-01,Rpi Camera,somehwere,1,15:01:04,22/05/22
V-01,Rpi Camera,somehwere,1,15:01:12,22/05/22
V-01,Rpi Camera,somehwere,2,15:01:19,22/05/22
V-01,Rpi Camera,somehwere,3,15:01:27,22/05/22
V-01,Rpi Camera,somehwere,3,15:01:38,22/05/22
V-01,Rpi Camera,somehwere,3,15:01:50,22/05/22
V-01,Rpi Camera,somehwere,2,15:01:59,22/05/22
V-01,Rpi Camera,somehwere,1,15:02:07,22/05/22
V-01,Rpi Camera,somehwere,1,15:02:16,22/05/22
V-01,Rpi Camera,somehwere,2,15:02:29,22/05/22
V-01,Rpi Camera,somehwere,2,15:02:37,22/05/22
V-01,Rpi Camera,somehwere,2,15:02:45,22/05/22
V-01,Rpi Camera,somehwere,1,15:02:52,22/05/22
V-01,Rpi Camera,somehwere,0,15:03:00,22/05/22
V-01,Rpi Camera,somehwere,1,15:03:08,22/05/22
V-01,Rpi Camera,somehwere,1,15:03:17,22/05/22
V-01,Rpi Camera,somehwere,1,15:03:25,22/05/22
V-01,Rpi Camera,somehwere,3,15:03:33,22/05/22
V-01,Rpi Camera,somehwere,2,15:03:40,22/05/22
V-01,Rpi Camera,somehwere,3,15:03:48,22/05/22
V-01,Rpi Camera,somehwere,3,15:03:56,22/05/22
V-01,Rpi Camera,somehwere,0,15:09:33,22/05/22
V-01,Rpi Camera,somehwere,0,15:09:43,22/05/22
V-01,Rpi Camera,somehwere,0,15:09:52,22/05/22
V-01,Rpi Camera,somehwere,0,15:10:02,22/05/22
V-01,Rpi Camera,somehwere,1,15:10:13,22/05/22
V-01,Rpi Camera,somehwere,0,15:10:21,22/05/22
V-01,Rpi Camera,somehwere,0,15:10:29,22/05/22
V-01,Rpi Camera,somehwere,0,15:10:38,22/05/22
V-01,Rpi Camera,somehwere,0,15:10:47,22/05/22
V-01,Rpi Camera,somehwere,0,15:10:55,22/05/22
V-01,Rpi Camera,somehwere,0,15:11:04,22/05/22
V-01,Rpi Camera,somehwere,0,15:11:12,22/05/22
V-01,Rpi Camera,somehwere,0,15:11:20,22/05/22
V-01,Rpi Camera,somehwere,0,15:11:29,22/05/22
V-01,Rpi Camera,somehwere,0,15:11:37,22/05/22
V-01,Rpi Camera,somehwere,0,15:11:47,22/05/22
V-01,Rpi Camera,somehwere,0,15:11:59,22/05/22
V-01,Rpi Camera,somehwere,0,15:12:08,22/05/22
V-01,Rpi Camera,somehwere,0,15:12:17,22/05/22
V-01,Rpi Camera,somehwere,0,15:12:26,22/05/22
V-01,Rpi Camera,somehwere,0,15:12:36,22/05/22
V-01,Rpi Camera,somehwere,0,15:12:44,22/05/22
V-01,Rpi Camera,somehwere,0,15:12:52,22/05/22
V-01,Rpi Camera,somehwere,0,15:13:04,22/05/22
V-01,Rpi Camera,somehwere,0,15:13:14,22/05/22
V-01,Rpi Camera,somehwere,0,15:13:33,22/05/22
V-01,Rpi Camera,somehwere,0,15:13:41,22/05/22
V-01,Rpi Camera,somehwere,0,15:13:51,22/05/22
